Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,15,56.258171732200005,0.3861,8.699440595042114
1,15,56.258171732200005,0.3863,8.699440595042114
0,15,56.258171732200005,0.3844,8.699440595042114
1,15,56.258171732200005,0.38510000001,8.699440595042114
2,15,56.258171732200005,0.3844,8.699440595042114
3,15,56.258171732200005,0.3888,8.699440595042114
4,15,56.258171732200005,0.385,8.699440595042114
5,15,56.258171732200005,0.3836,8.699440595042114
6,15,56.258171732200005,0.3849,8.699440595042114
7,15,56.258171732200005,0.3832,8.699440595042114
