Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,5,28.210068073539997,0.050400000007,14.350003484320133
1,5,28.210068073539997,0.051000000007,14.350003484320133
0,5,28.210068073539997,0.049800000001,14.350003484320133
1,5,28.210068073539997,0.050000000003,14.350003484320133
2,5,28.210068073539997,0.049900000005,14.350003484320133
3,5,28.210068073539997,0.050300000003,14.350003484320133
4,5,28.210068073539997,0.049899999998,14.350003484320133
5,5,28.210068073539997,0.0501,14.350003484320133
6,5,28.210068073539997,0.050000000003,14.350003484320133
7,5,28.210068073539997,0.050000000003,14.350003484320133
