Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,3,2.25076928035,0.022700000001,16.949350036702487
1,3,2.25076928035,0.022299999997,16.949350036702487
0,3,2.25076928035,0.022100000002,16.949350036702487
1,3,2.25076928035,0.022100000002,16.949350036702487
2,3,2.25076928035,0.0219,16.949350036702487
3,3,2.25076928035,0.0219,16.949350036702487
4,3,2.25076928035,0.021999999997,16.949350036702487
5,3,2.25076928035,0.022000000004,16.949350036702487
6,3,2.25076928035,0.0219,16.949350036702487
7,3,2.25076928035,0.022100000002,16.949350036702487
