Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,19,90.26030176889999,0.74800000001,7.635803730777688
1,19,90.26030176889999,0.74800000001,7.635803730777688
0,19,90.26030176889999,0.7467,7.635803730777688
1,19,90.26030176889999,0.7451,7.635803730777688
2,19,90.26030176889999,0.746,7.635803730777688
3,19,90.26030176889999,0.7455,7.635803730777688
4,19,90.26030176889999,0.7575,7.635803730777688
5,19,90.26030176889999,0.7519,7.635803730777688
6,19,90.26030176889999,0.7436,7.635803730777688
7,19,90.26030176889999,0.7457,7.635803730777688
