Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,42,441.02031737399983,20.9906,4.145384861054339
1,42,441.02031737399983,20.9897,4.145384861054339
0,42,441.02031737399983,20.9908,4.145384861054339
1,42,441.02031737399983,20.9778,4.145384861054339
2,42,441.02031737399983,20.9939,4.145384861054339
3,42,441.02031737399983,20.9976,4.145384861054339
4,42,441.02031737399983,20.9832,4.145384861054339
5,42,441.02031737399983,20.9906,4.145384861054339
6,42,441.02031737399983,21.2201,4.145384861054339
7,42,441.02031737399983,20.9853,4.145384861054339
