Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,2,1.00029289788,0.013499999986,17.990000000000002
1,2,1.00029289788,0.013399999996,17.990000000000002
0,2,1.00029289788,0.012699999999,17.990000000000002
1,2,1.00029289788,0.012799999997,17.990000000000002
2,2,1.00029289788,0.012699999999,17.990000000000002
3,2,1.00029289788,0.012799999997,17.990000000000002
4,2,1.00029289788,0.012799999997,17.990000000000002
5,2,1.00029289788,0.012899999994,17.990000000000002
6,2,1.00029289788,0.012900000002,17.990000000000002
7,2,1.00029289788,0.012800000004,17.990000000000002
