Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,7,12.253240453,0.049500000008,12.511653669720097
1,7,12.253240453,0.048999999999,12.511653669720097
0,7,12.253240453,0.048299999995,12.511653669720097
1,7,12.253240453,0.0481,12.511653669720097
2,7,12.253240453,0.048300000002,12.511653669720097
3,7,12.253240453,0.048500000004,12.511653669720097
4,7,12.253240453,0.048199999997,12.511653669720097
5,7,12.253240453,0.048199999997,12.511653669720097
6,7,12.253240453,0.048500000004,12.511653669720097
7,7,12.253240453,0.0484,12.511653669720097
