Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,6,9.0,0.063399999999,13.349332068184784,3
1,6,9.0,0.063200000004,13.349332068184784,3
2,6,9.0,0.062999999995,13.349332068184784,3
3,6,9.0,0.063200000004,13.349332068184784,3
4,6,9.0,0.062399999995,13.349332068184784,3
5,6,9.0,0.063200000004,13.349332068184784,3
6,6,9.0,0.063499999989,13.349332068184784,3
7,6,9.0,0.063099999999,13.349332068184784,3
