Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,37,342.25,28.402,4.728948151639132,0
1,37,342.25,28.405,4.728948151639132,0
2,37,342.25,28.3939,4.728948151639132,0
3,37,342.25,28.3984,4.728948151639132,0
4,37,342.25,28.4695,4.728948151639132,0
5,37,342.25,28.4037,4.728948151639132,0
6,37,342.25,28.3933,4.728948151639132,0
7,37,342.25,28.4008,4.728948151639132,0
