Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,49,600.25,48.8745,3.39546822958569,8
1,49,600.25,48.8244,3.39546822958569,8
2,49,600.25,48.8509,3.39546822958569,8
3,49,600.25,48.9269,3.39546822958569,8
4,49,600.25,48.7986,3.39546822958569,8
5,49,600.25,48.8136,3.39546822958569,8
6,49,600.25,48.8173,3.39546822958569,8
7,49,600.25,49.1161,3.39546822958569,8
