Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,17,72.25,0.4069,8.130711226694938,2
1,17,72.25,0.40640000001,8.130711226694938,2
2,17,72.25,0.4056,8.130711226694938,2
3,17,72.25,0.4069,8.130711226694938,2
4,17,72.25,0.4068,8.130711226694938,2
5,17,72.25,0.4068,8.130711226694938,2
6,17,72.25,0.4086,8.130711226694938,2
7,17,72.25,0.4077,8.130711226694938,2
