Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,31,240.25,29.5163,5.512336745844158,4
1,31,240.25,29.5627,5.512336745844158,4
2,31,240.25,29.23,5.512336745844158,4
3,31,240.25,29.2256,5.512336745844158,4
4,31,240.25,29.2321,5.512336745844158,4
5,31,240.25,29.5586,5.512336745844158,4
6,31,240.25,29.5095,5.512336745844158,4
7,31,240.25,29.2576,5.512336745844158,4
