Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,2,1.0,0.013500000001,17.990000000000002,0
1,2,1.0,0.013900000005,17.990000000000002,0
2,2,1.0,0.01400000001,17.990000000000002,0
3,2,1.0,0.013599999991,17.990000000000002,0
4,2,1.0,0.013600000006,17.990000000000002,0
5,2,1.0,0.013500000001,17.990000000000002,0
6,2,1.0,0.013599999991,17.990000000000002,0
7,2,1.0,0.01370000001,17.990000000000002,0
