Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,39,380.25,14.4338,4.489472674103133,3
1,39,380.25,14.439,4.489472674103133,3
2,39,380.25,14.4555,4.489472674103133,3
3,39,380.25,14.4447,4.489472674103133,3
4,39,380.25,14.434,4.489472674103133,3
5,39,380.25,14.4499,4.489472674103133,3
6,39,380.25,14.4392,4.489472674103133,3
7,39,380.25,14.4313,4.489472674103133,3
