Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,45,506.25,32.534,3.8161848313029423,6
1,45,506.25,32.4981,3.8161848313029423,6
2,45,506.25,32.4994,3.8161848313029423,6
3,45,506.25,32.5204,3.8161848313029423,6
4,45,506.25,32.4973,3.8161848313029423,6
5,45,506.25,32.4819,3.8161848313029423,6
6,45,506.25,32.4975,3.8161848313029423,6
7,45,506.25,32.5134,3.8161848313029423,6
