Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,21,110.25,1.7248,7.197164502131954,2
1,21,110.25,1.719,7.197164502131954,2
2,21,110.25,1.726,7.197164502131954,2
3,21,110.25,1.7248,7.197164502131954,2
4,21,110.25,1.7185,7.197164502131954,2
5,21,110.25,1.7212,7.197164502131954,2
6,21,110.25,1.7295,7.197164502131954,2
7,21,110.25,1.7429,7.197164502131954,2
