Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,47,552.25,38.5435,3.603522897774478,0
1,47,552.25,38.6191,3.603522897774478,0
2,47,552.25,38.5774,3.603522897774478,0
3,47,552.25,38.6145,3.603522897774478,0
4,47,552.25,38.7102,3.603522897774478,0
5,47,552.25,39.5225,3.603522897774478,0
6,47,552.25,38.6325,3.603522897774478,0
7,47,552.25,38.6148,3.603522897774478,0
