Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,43,462.25,19.0785,4.034156103551329,3
1,43,462.25,19.0917,4.034156103551329,3
2,43,462.25,19.0756,4.034156103551329,3
3,43,462.25,19.0732,4.034156103551329,3
4,43,462.25,19.1232,4.034156103551329,3
5,43,462.25,19.296,4.034156103551329,3
6,43,462.25,19.089,4.034156103551329,3
7,43,462.25,19.1055,4.034156103551329,3
