Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,36,324.0,39.8908,4.852207401447991,0
1,36,324.0,39.9429,4.852207401447991,0
2,36,324.0,39.8943,4.852207401447991,0
3,36,324.0,39.9263,4.852207401447991,0
4,36,324.0,39.9197,4.852207401447991,0
5,36,324.0,40.0062,4.852207401447991,0
6,36,324.0,39.8877,4.852207401447991,0
7,36,324.0,39.876,4.852207401447991,0
