Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,38,361.0,13.8311,4.6080968124256,3
1,38,361.0,13.8164,4.6080968124256,3
2,38,361.0,13.8179,4.6080968124256,3
3,38,361.0,13.8133,4.6080968124256,3
4,38,361.0,13.8295,4.6080968124256,3
5,38,361.0,13.9137,4.6080968124256,3
6,38,361.0,13.847,4.6080968124256,3
7,38,361.0,13.9113,4.6080968124256,3
