Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,42,441.0,18.6423,4.145384861054339,14
1,42,441.0,18.665,4.145384861054339,14
2,42,441.0,18.6562,4.145384861054339,14
3,42,441.0,18.6472,4.145384861054339,14
4,42,441.0,18.6443,4.145384861054339,14
5,42,441.0,18.6435,4.145384861054339,14
6,42,441.0,18.6411,4.145384861054339,14
7,42,441.0,18.7627,4.145384861054339,14
