Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,15,56.25,0.3419,8.699440595042114,3
1,15,56.25,0.34370000001,8.699440595042114,3
2,15,56.25,0.3429,8.699440595042114,3
3,15,56.25,0.3428,8.699440595042114,3
4,15,56.25,0.34120000001,8.699440595042114,3
5,15,56.25,0.3431,8.699440595042114,3
6,15,56.25,0.342,8.699440595042114,3
7,15,56.25,0.34340000001,8.699440595042114,3
