Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,46,529.0,72.0063,3.709236669851071,0
1,46,529.0,72.0381,3.709236669851071,0
2,46,529.0,72.0737,3.709236669851071,0
3,46,529.0,72.0817,3.709236669851071,0
4,46,529.0,72.0609,3.709236669851071,0
5,46,529.0,72.0659,3.709236669851071,0
6,46,529.0,72.001,3.709236669851071,0
7,46,529.0,72.0586,3.709236669851071,0
