Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,48,576.0,76.265,3.498959369107716,5
1,48,576.0,76.2625,3.498959369107716,5
2,48,576.0,76.3757,3.498959369107716,5
3,48,576.0,76.6492,3.498959369107716,5
4,48,576.0,76.5568,3.498959369107716,5
5,48,576.0,76.3186,3.498959369107716,5
6,48,576.0,76.3653,3.498959369107716,5
7,48,576.0,76.5982,3.498959369107716,5
