Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,33,272.25,17.7534,5.238521861629084,4
1,33,272.25,17.7382,5.238521861629084,4
2,33,272.25,17.8177,5.238521861629084,4
3,33,272.25,17.7343,5.238521861629084,4
4,33,272.25,17.8012,5.238521861629084,4
5,33,272.25,17.7529,5.238521861629084,4
6,33,272.25,17.756,5.238521861629084,4
7,33,272.25,17.7814,5.238521861629084,4
