Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,51,650.25,127.1027,3.1914199780591783,32
1,51,650.25,127.7963,3.1914199780591783,32
2,51,650.25,126.8908,3.1914199780591783,32
3,51,650.25,126.9568,3.1914199780591783,32
4,51,650.25,127.4197,3.1914199780591783,32
5,51,650.25,126.9246,3.1914199780591783,32
6,51,650.25,126.9742,3.1914199780591783,32
7,51,650.25,127.4882,3.1914199780591783,32
