Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,50,625.0,58.9326,3.292977376174941,14
1,50,625.0,58.878,3.292977376174941,14
2,50,625.0,58.8778,3.292977376174941,14
3,50,625.0,58.967,3.292977376174941,14
4,50,625.0,58.8889,3.292977376174941,14
5,50,625.0,58.8775,3.292977376174941,14
6,50,625.0,58.8554,3.292977376174941,14
7,50,625.0,58.9197,3.292977376174941,14
