Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,12,36.0,0.32610000001,9.750923887851176,1
1,12,36.0,0.32549999999,9.750923887851176,1
2,12,36.0,0.3263,9.750923887851176,1
3,12,36.0,0.3248,9.750923887851176,1
4,12,36.0,0.326,9.750923887851176,1
5,12,36.0,0.3272,9.750923887851176,1
6,12,36.0,0.3263,9.750923887851176,1
7,12,36.0,0.32459999999,9.750923887851176,1
