Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,30,225.0,3.5757,5.655021367480999,1
1,30,225.0,3.5749,5.655021367480999,1
2,30,225.0,3.6171,5.655021367480999,1
3,30,225.0,3.5926,5.655021367480999,1
4,30,225.0,3.574,5.655021367480999,1
5,30,225.0,3.583,5.655021367480999,1
6,30,225.0,3.5765,5.655021367480999,1
7,30,225.0,3.5789,5.655021367480999,1
