Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,24,144.0,5.1615,6.61856605819317,1
1,24,144.0,5.2128,6.61856605819317,1
2,24,144.0,5.1661,6.61856605819317,1
3,24,144.0,5.1782,6.61856605819317,1
4,24,144.0,5.1584,6.61856605819317,1
5,24,144.0,5.1661,6.61856605819317,1
6,24,144.0,5.1728,6.61856605819317,1
7,24,144.0,5.1673,6.61856605819317,1
