Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,34,289.0,20.9833,5.106764121475315,19
1,34,289.0,21.2356,5.106764121475315,19
2,34,289.0,21.2148,5.106764121475315,19
3,34,289.0,20.9886,5.106764121475315,19
4,34,289.0,21.0403,5.106764121475315,19
5,34,289.0,20.9862,5.106764121475315,19
6,34,289.0,21.0267,5.106764121475315,19
7,34,289.0,20.9888,5.106764121475315,19
