Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,40,400.0,71.1284,4.372910929804082,0
1,40,400.0,71.1117,4.372910929804082,0
2,40,400.0,71.1164,4.372910929804082,0
3,40,400.0,71.1332,4.372910929804082,0
4,40,400.0,71.3923,4.372910929804082,0
5,40,400.0,71.5376,4.372910929804082,0
6,40,400.0,71.4798,4.372910929804082,0
7,40,400.0,71.4191,4.372910929804082,0
