Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,28,196.0,2.1324,5.9537973648105025,1
1,28,196.0,2.1572,5.9537973648105025,1
2,28,196.0,2.1501,5.9537973648105025,1
3,28,196.0,2.1328,5.9537973648105025,1
4,28,196.0,2.134,5.9537973648105025,1
5,28,196.0,2.1325,5.9537973648105025,1
6,28,196.0,2.134,5.9537973648105025,1
7,28,196.0,2.1441,5.9537973648105025,1
