Time;0x00;0x01;0x02;0x03;0x08;0x1A;0x1C;0x1E
2020-01-02T23:35:29+01:00;0;0;0;0;0;0;0;0
2020-01-02T23:35:30+01:00;0.010176000000000001;0;0;0;0;0;0;0
2020-01-02T23:35:31+01:00;0.008256;0;0;0;0;0;0;0
2020-01-02T23:35:32+01:00;0.008256;0;0;0;0;0;0;0
2020-01-02T23:35:33+01:00;0.010912000000000002;0;0;0;0;0;0;0
2020-01-02T23:35:34+01:00;0.012832000000000001;0;0;0;0;0;0;0
2020-01-02T23:35:35+01:00;0.020704;0;0;0;0;0;0;0
2020-01-02T23:35:36+01:00;12.369.824.000.000.000;0;0;0;0;0;0;0
2020-01-02T23:35:37+01:00;1.196.208;0;0;0;0;0;0;0
2020-01-02T23:35:38+01:00;14.527.072;0;0;0;0;0;0;0
2020-01-02T23:35:39+01:00;1.424.928;0;0;0;0;0;0;0
2020-01-02T23:35:40+01:00;1.360.928;0;0;0;0;0;0;0
2020-01-02T23:35:41+01:00;131.552;0;0;0;0;0;0;0
2020-01-02T23:35:42+01:00;13.332.736;0;0;0;0;0;0;0
2020-01-02T23:35:43+01:00;14.240.064;0;0;0;0;0;0;0
2020-01-02T23:35:44+01:00;13.031.872;0;0;0;0;0;0;0
2020-01-02T23:35:45+01:00;1.343.592;0;0;0;0;0;0;0
2020-01-02T23:35:46+01:00;1.293.696;0;0;0;0;0;0;0
2020-01-02T23:35:47+01:00;13.085.584;0;0;0;0;0;0;0
2020-01-02T23:35:48+01:00;13.726.496;0;0;0;0;0;0;0
2020-01-02T23:35:49+01:00;13.263.952;0;0;0;0;0;0;0
2020-01-02T23:35:50+01:00;13.127.040.000.000.000;0;0;0;0;0;0;0
2020-01-02T23:35:51+01:00;13.884.128;0;0;0;0;0;0;0
2020-01-02T23:35:52+01:00;13.738.144;0;0;0;0;0;0;0
2020-01-02T23:35:53+01:00;13.311.264;0;0;0;0;0;0;0
2020-01-02T23:35:54+01:00;1.415.152;0;0;0;0;0;0;0
2020-01-02T23:35:55+01:00;12.959.328;0;0;0;0;0;0;0
2020-01-02T23:35:56+01:00;10.902.959.999.999.900;0;0;0;0;0;0;0
2020-01-02T23:35:57+01:00;5.602.895.999.999.990;0;0;0;0;0;0;0
2020-01-02T23:35:58+01:00;4.520.207.999.999.990;0;0;0;0;0;0;0
2020-01-02T23:35:59+01:00;4.055.536;0;0;0;0;0;0;0
2020-01-02T23:36:00+01:00;12.845.951.999.999.900;0;0;0;0;0;0;0
2020-01-02T23:36:01+01:00;14.135.727.999.999.900;0;0;0;0;0;0;0
2020-01-02T23:36:02+01:00;13.548.432;0;0;0;0;0;0;0
2020-01-02T23:36:03+01:00;14.564.288.000.000.000;0;0;0;0;0;0;0
2020-01-02T23:36:04+01:00;1.358.592;0;0;0;0;0;0;0
2020-01-02T23:36:05+01:00;14.270.575.999.999.900;0;0;0;0;0;0;0
2020-01-02T23:36:06+01:00;14.519.392;0;0;0;0;0;0;0
2020-01-02T23:36:07+01:00;13.321.376;0;0;0;0;0;0;0
2020-01-02T23:36:08+01:00;14.025.664;0;0;0;0;0;0;0
2020-01-02T23:36:09+01:00;143.412;0;0;0;0;0;0;0
2020-01-02T23:36:10+01:00;13.631.680.000.000.000;0;0;0;0;0;0;0
2020-01-02T23:36:11+01:00;13.801.536;0;0;0;0;0;0;0
2020-01-02T23:36:12+01:00;1.405.072;0;0;0;0;0;0;0
2020-01-02T23:36:13+01:00;14.148.384;0;0;0;0;0;0;0
2020-01-02T23:36:14+01:00;1.298.712;0;0;0;0;0;0;0
2020-01-02T23:36:15+01:00;1.415.104;0;0;0;0;0;0;0
