Time;0x00;0x01;0x02;0x03;0x08;0x1A;0x1C;0x1E
2020-01-02T23:35:29+01:00;0;0;0;0;0;0;0;0
2020-01-02T23:35:30+01:00;20;0;0;0;0;0;0;0
2020-01-02T23:35:31+01:00;16;0;0;0;0;0;0;0
2020-01-02T23:35:32+01:00;16;0;0;0;0;0;0;0
2020-01-02T23:35:33+01:00;19;0;0;0;0;0;0;0
2020-01-02T23:35:34+01:00;23;0;0;0;0;0;0;0
2020-01-02T23:35:35+01:00;33;0;0;0;0;0;0;0
2020-01-02T23:35:36+01:00;1433;0;0;0;0;0;0;0
2020-01-02T23:35:37+01:00;1399;0;0;0;0;0;0;0
2020-01-02T23:35:38+01:00;1691;0;0;0;0;0;0;0
2020-01-02T23:35:39+01:00;1659;0;0;0;0;0;0;0
2020-01-02T23:35:40+01:00;1588;0;0;0;0;0;0;0
2020-01-02T23:35:41+01:00;1532;0;0;0;0;0;0;0
2020-01-02T23:35:42+01:00;1558;0;0;0;0;0;0;0
2020-01-02T23:35:43+01:00;1656;0;0;0;0;0;0;0
2020-01-02T23:35:44+01:00;1514;0;0;0;0;0;0;0
2020-01-02T23:35:45+01:00;1566;0;0;0;0;0;0;0
2020-01-02T23:35:46+01:00;1504;0;0;0;0;0;0;0
2020-01-02T23:35:47+01:00;1521;0;0;0;0;0;0;0
2020-01-02T23:35:48+01:00;1593;0;0;0;0;0;0;0
2020-01-02T23:35:49+01:00;1537;0;0;0;0;0;0;0
2020-01-02T23:35:50+01:00;1536;0;0;0;0;0;0;0
2020-01-02T23:35:51+01:00;1617;0;0;0;0;0;0;0
2020-01-02T23:35:52+01:00;1603;0;0;0;0;0;0;0
2020-01-02T23:35:53+01:00;1548;0;0;0;0;0;0;0
2020-01-02T23:35:54+01:00;1645;0;0;0;0;0;0;0
2020-01-02T23:35:55+01:00;1512;0;0;0;0;0;0;0
2020-01-02T23:35:56+01:00;1261;0;0;0;0;0;0;0
2020-01-02T23:35:57+01:00;661;0;0;0;0;0;0;0
2020-01-02T23:35:58+01:00;539;0;0;0;0;0;0;0
2020-01-02T23:35:59+01:00;478;0;0;0;0;0;0;0
2020-01-02T23:36:00+01:00;1499;0;0;0;0;0;0;0
2020-01-02T23:36:01+01:00;1644;0;0;0;0;0;0;0
2020-01-02T23:36:02+01:00;1581;0;0;0;0;0;0;0
2020-01-02T23:36:03+01:00;1700;0;0;0;0;0;0;0
2020-01-02T23:36:04+01:00;1576;0;0;0;0;0;0;0
2020-01-02T23:36:05+01:00;1655;0;0;0;0;0;0;0
2020-01-02T23:36:06+01:00;1689;0;0;0;0;0;0;0
2020-01-02T23:36:07+01:00;1552;0;0;0;0;0;0;0
2020-01-02T23:36:08+01:00;1636;0;0;0;0;0;0;0
2020-01-02T23:36:09+01:00;1665;0;0;0;0;0;0;0
2020-01-02T23:36:10+01:00;1586;0;0;0;0;0;0;0
2020-01-02T23:36:11+01:00;1610;0;0;0;0;0;0;0
2020-01-02T23:36:12+01:00;1637;0;0;0;0;0;0;0
2020-01-02T23:36:13+01:00;1653;0;0;0;0;0;0;0
2020-01-02T23:36:14+01:00;1507;0;0;0;0;0;0;0
2020-01-02T23:36:15+01:00;1644;0;0;0;0;0;0;0
2020-01-02T23:36:16+01:00;1594;0;0;0;0;0;0;0
2020-01-02T23:36:17+01:00;1572;0;0;0;0;0;0;0
2020-01-02T23:36:18+01:00;1640;0;0;0;0;0;0;0
2020-01-02T23:36:19+01:00;1651;0;0;0;0;0;0;0
2020-01-02T23:36:20+01:00;1569;0;0;0;0;0;0;0
2020-01-02T23:36:21+01:00;1647;0;0;0;0;0;0;0
2020-01-02T23:36:22+01:00;1539;0;0;0;0;0;0;0
2020-01-02T23:36:23+01:00;1595;0;0;0;0;0;0;0
2020-01-02T23:36:24+01:00;1622;0;0;0;0;0;0;0
2020-01-02T23:36:25+01:00;1575;0;0;0;0;0;0;0
2020-01-02T23:36:26+01:00;1503;0;0;0;0;0;0;0
2020-01-02T23:36:27+01:00;1650;0;0;0;0;0;0;0
2020-01-02T23:36:28+01:00;1618;0;0;0;0;0;0;0
2020-01-02T23:36:29+01:00;1512;0;0;0;0;0;0;0
2020-01-02T23:36:30+01:00;1622;0;0;0;0;0;0;0
2020-01-02T23:36:31+01:00;1665;0;0;0;0;0;0;0
2020-01-02T23:36:32+01:00;1570;0;0;0;0;0;0;0
2020-01-02T23:36:33+01:00;1720;0;0;0;0;0;0;0
2020-01-02T23:36:34+01:00;1484;0;0;0;0;0;0;0
2020-01-02T23:36:35+01:00;1597;0;0;0;0;0;0;0
2020-01-02T23:36:36+01:00;379;0;0;0;0;0;0;0
2020-01-02T23:36:37+01:00;14;0;0;0;0;0;0;0
2020-01-02T23:36:38+01:00;24;0;0;0;0;0;0;0
2020-01-02T23:36:39+01:00;12;0;0;0;0;0;0;0
2020-01-02T23:36:40+01:00;20;0;0;0;0;0;0;0
2020-01-02T23:36:41+01:00;14;0;0;0;0;0;0;0
