Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,29,233.60780939339998,0.30200000014,5.802036933720914
1,29,233.60780939339998,0.30599999987,5.802036933720914
0,29,233.60780939339998,0.30499999999,5.802036933720914
1,29,233.60780939339998,0.302,5.802036933720914
2,29,233.60780939339998,0.299,5.802036933720914
3,29,233.60780939339998,0.30300000001,5.802036933720914
4,29,233.60780939339998,0.29699999999,5.802036933720914
5,29,233.60780939339998,0.30299999999,5.802036933720914
6,29,233.60780939339998,0.307,5.802036933720914
7,29,233.60780939339998,0.302,5.802036933720914
