Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,55,894.3984868102999,1.9219999998,2.793350427635288
1,55,894.3984868102999,1.987,2.793350427635288
0,55,894.3984868102999,1.821,2.793350427635288
1,55,894.3984868102999,1.821,2.793350427635288
2,55,894.3984868102999,1.835,2.793350427635288
3,55,894.3984868102999,1.837,2.793350427635288
4,55,894.3984868102999,1.818,2.793350427635288
5,55,894.3984868102999,1.827,2.793350427635288
6,55,894.3984868102999,1.82,2.793350427635288
7,55,894.3984868102999,1.818,2.793350427635288
