Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,35,418.37390237809996,0.4850000001,4.978073145796269
1,35,418.37390237809996,0.47399999993,4.978073145796269
0,35,418.37390237809996,0.476,4.978073145796269
1,35,418.37390237809996,0.47999999998,4.978073145796269
2,35,418.37390237809996,0.48000000001,4.978073145796269
3,35,418.37390237809996,0.47899999999,4.978073145796269
4,35,418.37390237809996,0.48499999999,4.978073145796269
5,35,418.37390237809996,0.47500000001,4.978073145796269
6,35,418.37390237809996,0.47999999998,4.978073145796269
7,35,418.37390237809996,0.47500000001,4.978073145796269
