Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,23,178.99712022250003,0.23300000001,6.802405501358687
1,23,178.99712022250003,0.15099999984,6.802405501358687
0,23,178.99712022250003,0.14800000002,6.802405501358687
1,23,178.99712022250003,0.14499999999,6.802405501358687
2,23,178.99712022250003,0.147,6.802405501358687
3,23,178.99712022250003,0.14499999999,6.802405501358687
4,23,178.99712022250003,0.14799999999,6.802405501358687
5,23,178.99712022250003,0.144,6.802405501358687
6,23,178.99712022250003,0.14499999999,6.802405501358687
7,23,178.99712022250003,0.14799999999,6.802405501358687
