Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,12,52.871340310170005,0.042000000132,9.750923887851176
1,12,52.871340310170005,0.042000000132,9.750923887851176
0,12,52.871340310170005,0.040000000008,9.750923887851176
1,12,52.871340310170005,0.040999999997,9.750923887851176
2,12,52.871340310170005,0.039999999979,9.750923887851176
3,12,52.871340310170005,0.040999999997,9.750923887851176
4,12,52.871340310170005,0.040000000008,9.750923887851176
5,12,52.871340310170005,0.040999999997,9.750923887851176
6,12,52.871340310170005,0.040000000008,9.750923887851176
7,12,52.871340310170005,0.040999999997,9.750923887851176
