Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,7,33.93797161868,0.027999999933,12.511653669720097
1,7,33.93797161868,0.028999999864,12.511653669720097
0,7,33.93797161868,0.024999999994,12.511653669720097
1,7,33.93797161868,0.024999999994,12.511653669720097
2,7,33.93797161868,0.024999999994,12.511653669720097
3,7,33.93797161868,0.025999999983,12.511653669720097
4,7,33.93797161868,0.024999999994,12.511653669720097
5,7,33.93797161868,0.024999999994,12.511653669720097
6,7,33.93797161868,0.025000000023,12.511653669720097
7,7,33.93797161868,0.025000000023,12.511653669720097
