Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,24,167.2484873444,0.16500000004,6.61856605819317
1,24,167.2484873444,0.18599999999,6.61856605819317
0,24,167.2484873444,0.16400000002,6.61856605819317
1,24,167.2484873444,0.16100000002,6.61856605819317
2,24,167.2484873444,0.16199999998,6.61856605819317
3,24,167.2484873444,0.16199999998,6.61856605819317
4,24,167.2484873444,0.16500000001,6.61856605819317
5,24,167.2484873444,0.163,6.61856605819317
6,24,167.2484873444,0.16199999998,6.61856605819317
7,24,167.2484873444,0.16199999998,6.61856605819317
