Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,44,684.9610929701001,0.96600000001,3.924458429763545
1,44,684.9610929701001,0.91000000015,3.924458429763545
0,44,684.9610929701001,0.90899999999,3.924458429763545
1,44,684.9610929701001,0.90100000001,3.924458429763545
2,44,684.9610929701001,0.902,3.924458429763545
3,44,684.9610929701001,0.90299999999,3.924458429763545
4,44,684.9610929701001,0.89800000002,3.924458429763545
5,44,684.9610929701001,0.90700000001,3.924458429763545
6,44,684.9610929701001,0.90100000001,3.924458429763545
7,44,684.9610929701001,0.90700000001,3.924458429763545
