Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,3,3.05278644319,0.022000000114,16.949350036702487
1,3,3.05278644319,0.021999999881,16.949350036702487
0,3,3.05278644319,0.021999999997,16.949350036702487
1,3,3.05278644319,0.023000000016,16.949350036702487
2,3,3.05278644319,0.021999999997,16.949350036702487
3,3,3.05278644319,0.021999999997,16.949350036702487
4,3,3.05278644319,0.021999999997,16.949350036702487
5,3,3.05278644319,0.021999999997,16.949350036702487
6,3,3.05278644319,0.021999999997,16.949350036702487
7,3,3.05278644319,0.021999999997,16.949350036702487
