Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,37,511.8731849424,0.56600000011,4.728948151639132
1,37,511.8731849424,0.57200000016,4.728948151639132
0,37,511.8731849424,0.56200000001,4.728948151639132
1,37,511.8731849424,0.55799999999,4.728948151639132
2,37,511.8731849424,0.55899999998,4.728948151639132
3,37,511.8731849424,0.56400000001,4.728948151639132
4,37,511.8731849424,0.565,4.728948151639132
5,37,511.8731849424,0.56299999999,4.728948151639132
6,37,511.8731849424,0.56900000002,4.728948151639132
7,37,511.8731849424,0.56599999999,4.728948151639132
