Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,32,314.69719183309996,0.37300000014,5.373613774732977
1,32,314.69719183309996,0.37300000014,5.373613774732977
0,32,314.69719183309996,0.372,5.373613774732977
1,32,314.69719183309996,0.37000000002,5.373613774732977
2,32,314.69719183309996,0.37100000001,5.373613774732977
3,32,314.69719183309996,0.37599999999,5.373613774732977
4,32,314.69719183309996,0.37699999998,5.373613774732977
5,32,314.69719183309996,0.375,5.373613774732977
6,32,314.69719183309996,0.37099999998,5.373613774732977
7,32,314.69719183309996,0.37100000001,5.373613774732977
