Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,20,103.8921725281,0.10400000005,7.410320505889068
1,20,103.8921725281,0.10499999998,7.410320505889068
0,20,103.8921725281,0.10199999998,7.410320505889068
1,20,103.8921725281,0.10399999999,7.410320505889068
2,20,103.8921725281,0.10499999998,7.410320505889068
3,20,103.8921725281,0.103,7.410320505889068
4,20,103.8921725281,0.10199999998,7.410320505889068
5,20,103.8921725281,0.10699999999,7.410320505889068
6,20,103.8921725281,0.103,7.410320505889068
7,20,103.8921725281,0.10999999999,7.410320505889068
