Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,15,70.17591386610002,0.054000000004,8.699440595042114
1,15,70.17591386610002,0.053000000073,8.699440595042114
0,15,70.17591386610002,0.051999999996,8.699440595042114
1,15,70.17591386610002,0.051000000007,8.699440595042114
2,15,70.17591386610002,0.051999999996,8.699440595042114
3,15,70.17591386610002,0.052999999985,8.699440595042114
4,15,70.17591386610002,0.051000000007,8.699440595042114
5,15,70.17591386610002,0.051999999996,8.699440595042114
6,15,70.17591386610002,0.050999999978,8.699440595042114
7,15,70.17591386610002,0.052000000025,8.699440595042114
