Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,17,72.57533980540002,0.086000000127,8.130711226694938
1,17,72.57533980540002,0.10100000002,8.130711226694938
0,17,72.57533980540002,0.080999999976,8.130711226694938
1,17,72.57533980540002,0.081000000006,8.130711226694938
2,17,72.57533980540002,0.080999999976,8.130711226694938
3,17,72.57533980540002,0.081000000006,8.130711226694938
4,17,72.57533980540002,0.081999999995,8.130711226694938
5,17,72.57533980540002,0.080999999976,8.130711226694938
6,17,72.57533980540002,0.081999999995,8.130711226694938
7,17,72.57533980540002,0.081000000006,8.130711226694938
