Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,21,144.8244348727,0.12700000009,7.197164502131954
1,21,144.8244348727,0.11700000009,7.197164502131954
0,21,144.8244348727,0.12299999999,7.197164502131954
1,21,144.8244348727,0.114,7.197164502131954
2,21,144.8244348727,0.12300000002,7.197164502131954
3,21,144.8244348727,0.114,7.197164502131954
4,21,144.8244348727,0.122,7.197164502131954
5,21,144.8244348727,0.11300000001,7.197164502131954
6,21,144.8244348727,0.12299999999,7.197164502131954
7,21,144.8244348727,0.11499999999,7.197164502131954
