Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,51,837.9912001632001,1.5660000001,3.1914199780591783
1,51,837.9912001632001,1.622,3.1914199780591783
0,51,837.9912001632001,1.518,3.1914199780591783
1,51,837.9912001632001,1.515,3.1914199780591783
2,51,837.9912001632001,1.508,3.1914199780591783
3,51,837.9912001632001,1.517,3.1914199780591783
4,51,837.9912001632001,1.508,3.1914199780591783
5,51,837.9912001632001,1.53,3.1914199780591783
6,51,837.9912001632001,1.505,3.1914199780591783
7,51,837.9912001632001,1.511,3.1914199780591783
