Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,34,350.590211068,0.45900000003,5.106764121475315
1,34,350.590211068,0.48600000003,5.106764121475315
0,34,350.590211068,0.44,5.106764121475315
1,34,350.590211068,0.44399999999,5.106764121475315
2,34,350.590211068,0.43799999999,5.106764121475315
3,34,350.590211068,0.43999999997,5.106764121475315
4,34,350.590211068,0.43900000001,5.106764121475315
5,34,350.590211068,0.44099999999,5.106764121475315
6,34,350.590211068,0.448,5.106764121475315
7,34,350.590211068,0.44400000002,5.106764121475315
