Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,18,84.27565516870001,0.13000000012,7.8752756565511195
1,18,84.27565516870001,0.085999999894,7.8752756565511195
0,18,84.27565516870001,0.084000000003,7.8752756565511195
1,18,84.27565516870001,0.084999999992,7.8752756565511195
2,18,84.27565516870001,0.085000000021,7.8752756565511195
3,18,84.27565516870001,0.084000000003,7.8752756565511195
4,18,84.27565516870001,0.085000000021,7.8752756565511195
5,18,84.27565516870001,0.084000000003,7.8752756565511195
6,18,84.27565516870001,0.083000000013,7.8752756565511195
7,18,84.27565516870001,0.084999999992,7.8752756565511195
