Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,38,426.18954418629994,0.68399999989,4.6080968124256
1,38,426.18954418629994,0.77300000004,4.6080968124256
0,38,426.18954418629994,0.68299999999,4.6080968124256
1,38,426.18954418629994,0.685,4.6080968124256
2,38,426.18954418629994,0.67999999999,4.6080968124256
3,38,426.18954418629994,0.79200000002,4.6080968124256
4,38,426.18954418629994,0.818,4.6080968124256
5,38,426.18954418629994,0.68899999998,4.6080968124256
6,38,426.18954418629994,0.68599999999,4.6080968124256
7,38,426.18954418629994,0.682,4.6080968124256
