Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,26,177.2251608673,0.25,6.273475438928588
1,26,177.2251608673,0.33299999987,6.273475438928588
0,26,177.2251608673,0.25099999999,6.273475438928588
1,26,177.2251608673,0.24899999998,6.273475438928588
2,26,177.2251608673,0.24699999997,6.273475438928588
3,26,177.2251608673,0.269,6.273475438928588
4,26,177.2251608673,0.25,6.273475438928588
5,26,177.2251608673,0.24899999998,6.273475438928588
6,26,177.2251608673,0.24800000002,6.273475438928588
7,26,177.2251608673,0.25899999999,6.273475438928588
