Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,58,1026.9525154722999,2.8169999998,2.501973608607582
1,58,1026.9525154722999,2.3039999998,2.501973608607582
0,58,1026.9525154722999,2.246,2.501973608607582
1,58,1026.9525154722999,2.245,2.501973608607582
2,58,1026.9525154722999,2.258,2.501973608607582
3,58,1026.9525154722999,2.254,2.501973608607582
4,58,1026.9525154722999,2.245,2.501973608607582
5,58,1026.9525154722999,2.277,2.501973608607582
6,58,1026.9525154722999,2.246,2.501973608607582
7,58,1026.9525154722999,2.254,2.501973608607582
