Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,64,1375.6972885620999,3.47,1.9332210815113724
1,64,1375.6972885620999,3.162,1.9332210815113724
0,64,1375.6972885620999,2.883,1.9332210815113724
1,64,1375.6972885620999,2.892,1.9332210815113724
2,64,1375.6972885620999,2.878,1.9332210815113724
3,64,1375.6972885620999,2.884,1.9332210815113724
4,64,1375.6972885620999,2.886,1.9332210815113724
5,64,1375.6972885620999,2.886,1.9332210815113724
6,64,1375.6972885620999,2.878,1.9332210815113724
7,64,1375.6972885620999,2.887,1.9332210815113724
