Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,13,57.409449354900005,0.04700000002,9.367788887408452
1,13,57.409449354900005,0.047999999952,9.367788887408452
0,13,57.409449354900005,0.046999999991,9.367788887408452
1,13,57.409449354900005,0.043999999994,9.367788887408452
2,13,57.409449354900005,0.046000000002,9.367788887408452
3,13,57.409449354900005,0.044999999984,9.367788887408452
4,13,57.409449354900005,0.043999999994,9.367788887408452
5,13,57.409449354900005,0.046000000002,9.367788887408452
6,13,57.409449354900005,0.045000000013,9.367788887408452
7,13,57.409449354900005,0.046999999991,9.367788887408452
