Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,33,413.52087225839995,0.41500000004,5.238521861629084
1,33,413.52087225839995,0.46600000001,5.238521861629084
0,33,413.52087225839995,0.41700000002,5.238521861629084
1,33,413.52087225839995,0.41899999999,5.238521861629084
2,33,413.52087225839995,0.429,5.238521861629084
3,33,413.52087225839995,0.41800000001,5.238521861629084
4,33,413.52087225839995,0.41700000002,5.238521861629084
5,33,413.52087225839995,0.41,5.238521861629084
6,33,413.52087225839995,0.413,5.238521861629084
7,33,413.52087225839995,0.41099999999,5.238521861629084
