Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,11,45.463804854370004,0.039999999804,10.175383924773007
1,11,45.463804854370004,0.037999999942,10.175383924773007
0,11,45.463804854370004,0.038,10.175383924773007
1,11,45.463804854370004,0.037000000011,10.175383924773007
2,11,45.463804854370004,0.036999999982,10.175383924773007
3,11,45.463804854370004,0.036000000022,10.175383924773007
4,11,45.463804854370004,0.035999999993,10.175383924773007
5,11,45.463804854370004,0.038,10.175383924773007
6,11,45.463804854370004,0.037000000011,10.175383924773007
7,11,45.463804854370004,0.035999999993,10.175383924773007
