Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,43,703.2375417311,0.87299999991,4.034156103551329
1,43,703.2375417311,0.95600000001,4.034156103551329
0,43,703.2375417311,0.872,4.034156103551329
1,43,703.2375417311,0.86599999998,4.034156103551329
2,43,703.2375417311,0.87,4.034156103551329
3,43,703.2375417311,0.86600000001,4.034156103551329
4,43,703.2375417311,0.87299999999,4.034156103551329
5,43,703.2375417311,0.87,4.034156103551329
6,43,703.2375417311,0.86600000001,4.034156103551329
7,43,703.2375417311,0.86600000001,4.034156103551329
