Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,28,205.2992081732,0.28199999989,5.9537973648105025
1,28,205.2992081732,0.35499999998,5.9537973648105025
0,28,205.2992081732,0.27499999999,5.9537973648105025
1,28,205.2992081732,0.27499999999,5.9537973648105025
2,28,205.2992081732,0.27499999999,5.9537973648105025
3,28,205.2992081732,0.277,5.9537973648105025
4,28,205.2992081732,0.277,5.9537973648105025
5,28,205.2992081732,0.27499999999,5.9537973648105025
6,28,205.2992081732,0.277,5.9537973648105025
7,28,205.2992081732,0.27799999999,5.9537973648105025
