Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV), QoS Constraints Removed
0,42,9.9225,5.2754,7.105427357601002e-15
1,42,9.9225,5.2709,7.105427357601002e-15
2,42,9.9225,5.2748,7.105427357601002e-15
3,42,9.9225,5.2798,7.105427357601002e-15
4,42,9.9225,5.2696,7.105427357601002e-15
5,42,9.9225,5.279,7.105427357601002e-15
6,42,9.9225,5.2738,7.105427357601002e-15
7,42,9.9225,5.2815,7.105427357601002e-15
8,42,9.9225,5.2803,7.105427357601002e-15
9,42,9.9225,5.2825,7.105427357601002e-15
