Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,9,20.25,0.27480000001,11.18645013695885
1,9,20.25,0.27499999999,11.18645013695885
0,9,20.25,0.27499999999,11.18645013695885
1,9,20.25,0.27439999999,11.18645013695885
2,9,20.25,0.2834,11.18645013695885
3,9,20.25,0.27440000001,11.18645013695885
4,9,20.25,0.2745,11.18645013695885
5,9,20.25,0.2742,11.18645013695885
6,9,20.25,0.27249999999,11.18645013695885
7,9,20.25,0.2746,11.18645013695885
